college_name,college_link,duration,fees,rank,placement,c_type
SRR Engineering College,https://www.collegesearch.in/colleges/srr-engineering-college,4 Years,,,,
"Sagar Institute of Research & Technology, Bhopal",https://www.collegesearch.in/colleges/sagar-institute-of-research-technology-bhopal,4 Years,,,,
"University College Of Engineering, Thiruvananthapuram",https://www.collegesearch.in/colleges/university-college-of-engineering-thiruvananthapuram,4 Years,,,,
"Ranippettai Engineering College, Vellore",https://www.collegesearch.in/colleges/ranippettai-engineering-college-vellore,4 Years,,,,
"Aditya College of Engineering and Technology, Kakinada",https://www.collegesearch.in/colleges/aditya-college-of-engineering-and-technology-kakinada,4 Years,"Rs 2,40,000/-",,,
Shri Bhagawan Mahaveer Jain College of Engineering,https://www.collegesearch.in/colleges/shri-bhagawan-mahaveer-jain-college-of-engineering,4 Years,,,,
"Mohammed Sathak AJ College of Engineering, Chennai",https://www.collegesearch.in/colleges/mohammed-sathak-aj-college-of-engineering-chennai,4 Years,,,,
"Satya Group of Institutions, Faridabad",https://www.collegesearch.in/colleges/satya-group-of-institutions,4 Years,,,,
St Xaviers Catholic College of Engineering,https://www.collegesearch.in/colleges/st-xaviers-catholic-college-of-engineering,4 Years,,,,
"Dilkap Research Institute of Engineering and Management Studies, Mumbai",https://www.collegesearch.in/colleges/dilkap-research-institute-of-engineering-and-management-studies,4 Years,"Rs 3,27,028/-",,,
Arunachal University of Studies,https://www.collegesearch.in/colleges/arunachal-university-of-studies,4 Years,"Rs 1,20,000/-",,,State Private University
"Delhi Institute of Engnieering Studies, Delhi",https://www.collegesearch.in/colleges/delhi-institute-of-engnieering-studies-delhi,4 Years,"Rs 50,500/-",,,
"Pride Professional Institue of Distance Education, Lucknow",https://www.collegesearch.in/colleges/pride-professional-institue-of-distance-education-lucknow,4 Years,,,,
"Odisha School of Business Management, Bhubaneswar",https://www.collegesearch.in/colleges/odisha-school-of-business-management-bhubaneswar,4 Years,,,"Average -Rs.
                                70 L.P.A/-",
"Escape IT And Management Research College, Jodhpur",https://www.collegesearch.in/colleges/escape-it-and-management-research-college-jodhpur,4 Years,,,,
"Vivekanandha Engineering College for Women, Salem",https://www.collegesearch.in/colleges/vivekanandha-engineering-college-for-women-salem,4 Years,,,,
Dr Nagarathinam College of Engineering,https://www.collegesearch.in/colleges/dr-nagarathinam-college-of-engineering,4 Years,,,,
"Indian Institute of Information Technology, Baroda",https://www.collegesearch.in/colleges/indian-institute-of-information-technology-iiit-baroda,4 Years,,,,Autonomous
"Mulshi Institute of Technology and Research, Pune",https://www.collegesearch.in/colleges/mulshi-institute-of-technology-and-research-pune,4 Years,,,,
"Sureya College of Engineering, Theni",https://www.collegesearch.in/colleges/sureya-college-of-engineering,4 Years,,,,
"Universal Institute of Engineering & Technology, Chandigarh",https://www.collegesearch.in/colleges/universal-institute-of-engineering-technology-chandigarh,4 Years,,,,
"Shri Sapthagiri Institute of Technology, Vellore",https://www.collegesearch.in/colleges/shri-sapthagiri-institute-of-technology-vellore,4 Years,,,,
Sri Venkateswaraa College of Technology,https://www.collegesearch.in/colleges/sri-venkateswaraa-college-of-technology,4 Years,,,,
"Lets Enrol, Gurgaon",https://www.collegesearch.in/colleges/lets-enrol-gurgaon,4 Years,,,,
"Indian Institute of Technology, Tirupati",https://www.collegesearch.in/colleges/indian-institute-of-technology-tirupati-iit-tirupati,4 Years,"Rs 4,34,400/-",,,
"Indian Institute of Technology (IIT), Goa, Ponda",https://www.collegesearch.in/colleges/indian-institute-of-technology-goa-iit-goa,4 Years,,,,Autonomous
"Satva IT College, Hyderabad",https://www.collegesearch.in/colleges/satva-it-college-hyderabad,4 Years,,,,
Indian Institute of Technology - Palakkad (IIT Palakkad),https://www.collegesearch.in/colleges/indian-institute-of-technology-palakkad-iit-palakkad,4 Years,,,,Autonomous
"Global Nature Care Sangathans Group Of Institutions, Jabalpur",https://www.collegesearch.in/colleges/global-nature-care-sangathans-group-of-institutions-jabalpur,4 Years,"Rs 2,16,000/-",,,
"Jagdamba Education Society Nashik&rsquo;s SND College of Engineer, Nashik",https://www.collegesearch.in/colleges/jagdamba-education-society-nashiks-snd-college-of-engineer,4 Years,,,,
Jaypee Institute of Information Technology - Anoopshahr,https://www.collegesearch.in/colleges/jaypee-institute-of-information-technology-anoopshahr,4 Years,,,,
"Yadavrao Tasgaonkar College of Engineering and Management, Raigad",https://www.collegesearch.in/colleges/yadavrao-tasgaonkar-college-of-engineering-and-management-raigad,4 Years,"Rs 3,00,000/-",,,
"Rajkiya Engineering College, Kanpur",https://www.collegesearch.in/colleges/rajkiya-engineering-college,4 Years,"Rs 2,22,500/-",,,
CG Institute of Management Studies,https://www.collegesearch.in/colleges/cg-institute-of-management-studies,4 Years,,,,
"Vaishno Devi Institute of Studies, Kolkata",https://www.collegesearch.in/colleges/vaishno-devi-institute-of-studies-kolkata,4 Years,,,,
"Brilliant Education, Jamnagar",https://www.collegesearch.in/colleges/brilliant-education-jamnagar,4 Years,,,,
"Madhyanchal Professional University, Bhopal",https://www.collegesearch.in/colleges/madhyanchal-professional-university-bhopal,4 Years,,,,
"Bhagwant University, Ajmer",https://www.collegesearch.in/university/bhagwant-university-ajmer,4 Years,,,,State Private University
"University of Technology, Jaipur",https://www.collegesearch.in/university/university-of-technology-jaipur,4 Years,"Rs 3,60,000/-",,,
"MAEERs Women Engineering College, Pune",https://www.collegesearch.in/colleges/maeers-women-engineering-college-pune,4 Years,,,,
Bihar Institute of Silk and Textile,https://www.collegesearch.in/colleges/bihar-institute-of-silk-and-textile,4 Years,,,,
"GH Raisoni Societys College of Engineering and Management, Pune",https://www.collegesearch.in/colleges/gh-raisoni-societys-college-of-engineering-and-management-pune,4 Years,,,,
"Remote Sensing Applications Centre, Lucknow",https://www.collegesearch.in/colleges/remote-sensing-applications-centre-lucknow,4 Years,,,,
"Marwadi Education Foundations Group of Institutions, Rajkot",https://www.collegesearch.in/colleges/marwadi-education-foundations-group-of-institutions-rajkot,4 Years,,,,
"Pune Zilha Shikshan Mandals College of Engineering, Pune",https://www.collegesearch.in/colleges/pune-zilha-shikshan-mandals-college-of-engineering-pune,4 Years,,,,
Lakshya Technical Campus,https://www.collegesearch.in/colleges/lakshya-technical-campus,4 Years,,,,
Doaba Women Institute of Engineering & Technology,https://www.collegesearch.in/colleges/doaba-women-institute-of-engineering-technology,4 Years,,,,
Rama Group of Institutions,https://www.collegesearch.in/colleges/rama-group-of-institutions,4 Years,,,,
Shivam Technical,https://www.collegesearch.in/colleges/shivam-technical,4 Years,,,,
"Bajaj Institute of Technology, Wardha",https://www.collegesearch.in/colleges/bajaj-institute-of-technology-wardha,4 Years,,,,
"International Institute of Information Technology (IIIT), Bangalore",https://www.collegesearch.in/colleges/international-institute-of-information-technology-iiit-bangalore,5 Years,,,,Autonomous
"Indian Institute of Crop Processing Technology (IICPT) Thanjavur, Amaravati",https://www.collegesearch.in/colleges/indian-institute-of-crop-processing-technology-iicpt-thanjavur,4 Years,,,,
"National Institute of Electronics and Information Technology (NIELIT) Aurangabad, Aurangabad",https://www.collegesearch.in/colleges/national-institute-of-electronics-and-information-technology-nielit-aurangabad-aurangabad,4 Years,,,,
"Institute of Infrastructure, Technology,  Research and Management (IITRAM) Ahmedabad, Ahmedabad",https://www.collegesearch.in/colleges/institute-of-infrastructure-technology-research-and-management-iitram-ahmedabad,4 Years,,,,
"Indian Institute of Carpet Technology (IICT) Bhadohi, Amaravati",https://www.collegesearch.in/colleges/indian-institute-of-carpet-technology-iict-bhadohi,4 Years,,,,
"National Institute of Technology (NIT) Andhra, Amaravati",https://www.collegesearch.in/colleges/national-institute-of-technology-nit-andhra,4 Years,,,,
"Tamizhan College of Engineering and Technology, Amaravati",https://www.collegesearch.in/colleges/tamizhan-college-of-engineering-and-technology,4 Years,,,,
Varuvan Vadivelan Institute of Technology,https://www.collegesearch.in/colleges/varuvan-vadivelan-institute-of-technology,4 Years,,,,
"NSHM Knowledge Campus, Kolkata",https://www.collegesearch.in/colleges/nshm-knowledge-campus-kolkata,4 Years,,,,
"National Institute of Construction Management and Research (NICMAR), Pune",https://www.collegesearch.in/colleges/national-institute-of-construction-management-and-research-nicmar-pune,4 Years,"Rs 12,15,000/-",,,Autonomous
"Chaudhary Charan Singh University, Meerut",https://www.collegesearch.in/university/chaudhary-charan-singh-university-ccs-meerut,4 Years,,,,
"Subharti University, Meerut",https://www.collegesearch.in/university/subharti-university-meerut,4 Years,"Rs 3,07,000/-",,,
"Vivekanand Institute of Professional Studies (VIPS), Delhi",https://www.collegesearch.in/colleges/vivekanand-institute-of-professional-studies-vips-delhi,4 Years,"Rs 5,32,800/-",,,
"Jawaharlal Nehru University (JNU), Delhi",https://www.collegesearch.in/university/jawaharlal-nehru-university-delhi,4 Years,,,,
"Ganpat University, Ahmedabad",https://www.collegesearch.in/university/ganpat-university-ahmedabad,4 Years,"Rs 4,32,000/-",,,
Brahma Valley College of Engineering and Research Institute,https://www.collegesearch.in/colleges/brahma-valley-college-of-engineering-and-research-institute,4 Years,,,,
"Baba Mastnath University, Rohtak",https://www.collegesearch.in/university/baba-mast-nath-university-rohtak,4 Years,"Rs 2,00,000/-",,,State Private University
"Rustomjee Academy for Global Careers, Mumbai",https://www.collegesearch.in/colleges/rustomjee-academy-for-global-careers-mumbai,2 Years,,,,
"LLOYD Group of Institutions, Greater Noida",https://www.collegesearch.in/colleges/lloyd-group-of-institutions-greater-noida,4 Years,,,,
"BFIT Group of Institutions, Dehradun",https://www.collegesearch.in/colleges/bfit-group-of-institutions-dehradun,4 Years,"Rs 3,40,000/-",,,
"Cusrow Wadia Institute of Technology, Pune",https://www.collegesearch.in/colleges/cusrow-wadia-institute-of-technology-pune,3 Years,"Rs 47,090/-",,,
"Guru Gobind Singh Indraprastha University (IPU), Delhi",https://www.collegesearch.in/university/guru-gobind-singh-indraprastha-university-ipu-delhi,4 Years,"Rs 4,69,000/-",,,State University
"Usha Martin University, Ranchi",https://www.collegesearch.in/colleges/usha-martin-university-dhanbad,4 Years,"Rs 5,21,000/-",,,
"Fairfield Institute of Management & Technology, Delhi",https://www.collegesearch.in/colleges/fairfield-institute-of-management-technology-delhi,4 Years,,,,
"Narayana Junior College, Hyderabad",https://www.collegesearch.in/colleges/narayana-junior-college-hyderabad,4 Years,,,,
"Accurate Group of Institutions, Greater Noida",https://www.collegesearch.in/colleges/accurate-group-of-institutions-greater-noida,4 Years,"Rs 4,75,000/-",,"Average -Rs.
                                2.4 L.P.A/-Highest -Rs.
                                8 L.P.A/-",
"GL Bajaj Institute of Management and Research, Greater Noida",https://www.collegesearch.in/colleges/gl-bajaj-institute-of-management-and-research-greater-noida,4 Years,,,,
"LNCT UNIVERSITY, Bhopal",https://www.collegesearch.in/university/lnct-university,4 Years,"Rs 2,84,000/-",,,State Private University
"Woxsen University, Hyderabad",https://www.collegesearch.in/colleges/woxsen-school-of-business-hyderabad,4 Years,"Rs 13,00,000/-",,,State Private University
"Karnavati University, Gandhinagar",https://www.collegesearch.in/university/karnavati-university-gandhinagar,4 Years,"Rs 3,28,000/-",,,State Private University
"CMR University, Bangalore",https://www.collegesearch.in/colleges/cmr-university-bangalore,4 Years,,,,State Private University
"Ahmedabad University, Ahmedabad",https://www.collegesearch.in/university/ahmedabad-university-ahmedabad,4 Years,,,"Average -Rs.
                                5 L.P.A/-Highest -Rs.
                                10 L.P.A/-",State Private University
"Indore Institute of Science & Technology, Indore",https://www.collegesearch.in/colleges/indore-institute-of-science-technology-indore,4 Years,,,"Average -Rs.
                                4 L.P.A/-Highest -Rs.
                                12.4 L.P.A/-",Autonomous
"Malla Reddy University, Hyderabad",https://www.collegesearch.in/university/malla-reddy-university-hyderabad,4 Years,"Rs 8,00,000/-",,,State Private University
"Swami Vivekananda University, Kolkata",https://www.collegesearch.in/colleges/swami-vivekananda-institute-of-management-computer-science-kolkata,4 Years,"Rs 2,65,000/-",,,
"Vaagdevi College of Engineering, Warangal",https://www.collegesearch.in/colleges/vaagdevi-college-of-engineering-warangal,4 Years,,,,
"Amrapali Group of Institutions, Haldwani",https://www.collegesearch.in/colleges/amrapali-institute-haldwani,4 Years,"Rs 3,08,000/-",,,
"Starex University, Gurgaon",https://www.collegesearch.in/university/starex-university-gurgaon,4 Years,,,,State Private University
"Dr APJ Abdul Kalam Technical University (AKTU), Lucknow",https://www.collegesearch.in/university/dr-apj-abdul-kalam-technical-university,4 Years,"Rs 2,20,000/-",,,
"Anjuman-I-Islam&rsquo;s Kalsekar Technical Campus, Mumbai",https://www.collegesearch.in/colleges/anjuman-i-islams-kalsekar-technical-campus-school-mumbai,4 Years,"Rs 3,28,850/-",,,
Himalayan University,https://www.collegesearch.in/university/himalayan-university,4 Years,,,,State Private University
"GRD Institute of Management and Technology, Dehradun",https://www.collegesearch.in/colleges/grd-institute-of-management-and-technology-dehradun,4 Years,"Rs 3,04,500/-",,,
"Amity University, Lucknow",https://www.collegesearch.in/university/amity-university-lucknow,4 Years,"Rs 10,88,000/-",,,State Private University
"Sri Chaitanya Degree College, Karimnagar",https://www.collegesearch.in/colleges/sri-chaitanya-degree-college-karimnagar,4 Years,,,,
"Kazi Nazrul University, Burdwan",https://www.collegesearch.in/university/kazi-nazrul-university-burdwan,4 Years,,,,State University
"Visvesvaraya Technological University (VTU), Belgaum",https://www.collegesearch.in/university/visvesvaraya-technological-university-vtu-belgaum,4 Years,,,,
"Madhav Institute of Technology and Science, Gwalior",https://www.collegesearch.in/colleges/madhav-institute-of-technology-and-science-gwalior,4 Years,,,,
"Sage University, Indore",https://www.collegesearch.in/colleges/sage-university-indore,4 Years,"Rs 1,60,000/-",,,
"Backstage Pass Institute of Gaming and Technology, Hyderabad",https://www.collegesearch.in/colleges/backstage-pass-institute-of-gaming-and-technology-hyderabad,4 Years,"Rs 6,00,000/-",,,
"GITAM University, Bangalore",https://www.collegesearch.in/university/gitam-university-bangalore,4 Years,"Rs 7,40,000/-",,,Deemed
"Mountain Institute of Management and Technology, Delhi",https://www.collegesearch.in/colleges/mountain-institute-of-management,4 Years,,,,
"IIMT University, Meerut",https://www.collegesearch.in/colleges/iimt-university-meerut,4 Years,"Rs 5,24,000/-",,,
"Patuck Degree College, Mumbai",https://www.collegesearch.in/colleges/patuck-degree-college-mumbai,4 Years,,,,
"Sreyas Institute of Engineering and Technology, Hyderabad",https://www.collegesearch.in/colleges/sreyas-institute-of-engineering-and-technology-hyderabad,4 Years,,,,
"University of Pune, Pune",https://www.collegesearch.in/university/savitribai-phule-pune-university,4 Years,,,,
"Devi Ahilya Vishwavidyalaya (DAVV), Indore",https://www.collegesearch.in/colleges/devi-ahilya-vishwavidyalaya-davv-indore,4 Years,,,,
"MJP Rohilkhand University, Bareilly",https://www.collegesearch.in/university/mjp-rohilkhand-university-mjpru-bareilly,4 Years,,,,
"Indrashil University, Ahmedabad",https://www.collegesearch.in/colleges/indrashil-university,4 Years,"Rs 4,11,600/-",,,State Private University
"GN Group of Institutes, Greater Noida",https://www.collegesearch.in/colleges/gn-group-of-institutes-greater-noida,4 Years,"Rs 4,37,000/-",,,
"Jagannath University, Jaipur",https://www.collegesearch.in/university/jagannath-university-jaipur,3 Years,"Rs 2,13,000/-",,,State Private University
"Dr APJ Abdul Kalam University, Indore",https://www.collegesearch.in/colleges/dr-apj-abdul-kalam-university-indore,4 Years,,,,
Global College Falna,https://www.collegesearch.in/colleges/global-college-falna,4 Years,,,,Autonomous
"Bharati Vidyapeeth University - Navi Mumbai, Mumbai",https://www.collegesearch.in/colleges/bharati-vidyapeeths-dental-college-mumbai,4 Years,,,,
"Anna University - Chennai, Chennai",https://www.collegesearch.in/university/anna-university-chennai,4 Years,,,,
"Deepshikha College of Technical Education, Jaipur",https://www.collegesearch.in/colleges/deepshikha-college-of-technical-education-jaipur,4 Years,,,,
"Adamas University, Kolkata",https://www.collegesearch.in/colleges/adamas-university-kolkata,4 Years,,,,
"Shri B V V Sangha&rsquo;s Basaveshwar Engineering College, Bagalkot",https://www.collegesearch.in/colleges/shri-b-v-v-sanghas-basaveshwar-engineering-college,4 Years,,,,
"Dr Ram Manohar Lohia Avadh University (RMLAU), Lucknow",https://www.collegesearch.in/university/dr-ram-manohar-lohia-avadh-university-avadh-univ-lucknow,4 Years,,,,
"IILM University, Greater Noida",https://www.collegesearch.in/colleges/iilm-graduate-school-of-management-greater-noida,4 Years,"Rs 7,00,000/-",,,Autonomous
"Atmiya University, Rajkot",https://www.collegesearch.in/university/atmiya-university-rajkot,4 Years,"Rs 3,24,000/-",,,
"Veer Bahadur Singh Purvanchal University (VBSPU), Jaunpur",https://www.collegesearch.in/university/veer-bahadur-singh-purvanchal-university-jaunpur,4 Years,"Rs 2,40,000/-",,,
"Rathinam Group of Institutions, Coimbatore",https://www.collegesearch.in/colleges/rathinam-group-of-institutions,4 Years,"Rs 4,44,000/-",,,
"Rama University, Kanpur",https://www.collegesearch.in/colleges/rama-university-kanpur,4 Years,"Rs 6,20,000/-",,,
Mahaveer Institute of Technology and Science (MITS) - Jadan,https://www.collegesearch.in/colleges/mahaveer-institute-of-technology-and-science-mits-jadan,4 Years,,,,
"Punjab Technical University, Jalandhar",https://www.collegesearch.in/university/punjab-technical-university-ptu-jalandhar,4 Years,,,,
"CVSR College of Engineering, Hyderabad",https://www.collegesearch.in/colleges/cvsr-college-of-engineering-hyderabad,4 Years,,,,
"Sanskar Educational Group, Ghaziabad",https://www.collegesearch.in/colleges/sanskar-educational-group-ghaziabad,4 Years,"Rs 3,74,000/-",,"Average -Rs.
                                3 L.P.A/-Highest -Rs.
                                9.7 L.P.A/-",
"Andhra University, Visakhapatnam",https://www.collegesearch.in/university/andhra-university-visakhapatnam,4 Years,,,,
"Mansarovar Group of Institutions, Bhopal",https://www.collegesearch.in/colleges/mansarovar-group-of-institutions-bhopal,4 Years,,,,
"Makhanlal Chaturvedi Rashtriya Patrakarita Vishwavidyalaya, Bhopal",https://www.collegesearch.in/university/makhanlal-chaturvedi-rashtriya-patrakarita-vishwavidyalaya,4 Years,,,,
"Sage University - Bhopal, Bhopal",https://www.collegesearch.in/colleges/sage-university-bhopal-bhopal,4 Years,"Rs 3,60,000/-",,,State Private University
"Rajasthan University (UNIRAJ), Jaipur",https://www.collegesearch.in/university/university-of-rajasthan-ru-jaipur,5 Years,,,,
"University of Calicut, Thrissur",https://www.collegesearch.in/university/university-of-calicut-thrissur,4 Years,,,,Central University
"IIMT Group of Colleges, Greater Noida",https://www.collegesearch.in/colleges/iimt-group-of-colleges-greater-noida,4 Years,"Rs 4,80,000/-",,,
"Netaji Subhas Institute of Technology (NSIT), Patna",https://www.collegesearch.in/colleges/netaji-subhas-institute-of-technology-nsit-patna,4 Years,,,,
"SS Institute of Management, Lucknow",https://www.collegesearch.in/colleges/ss-institute-of-management-lucknow,4 Years,,,,
"University of Agricultural Sciences - Dharwad, Dharwad",https://www.collegesearch.in/university/university-of-agricultural-sciences-dharwad-dharwad,4 Years,,,,
"GITAM University, Hyderabad",https://www.collegesearch.in/university/gitam-university-hyderabad,4 Years,"Rs 8,80,000/-",,,Deemed
"S Nijalingappa Sugar Institute, Belgaum",https://www.collegesearch.in/colleges/s-nijalingappa-sugar-institute-belgaum,4 Years,,,,
"Fr Conceicao Rodrigues Institute of Technology, Mumbai",https://www.collegesearch.in/colleges/fr-conceicao-rodrigues-institute-of-technology-mumbai,4 Years,,,,
"Punjabi University, Patiala",https://www.collegesearch.in/colleges/punjabi-university-patiala,4 Years,,,,
"Biju Patnaik University of Technology, Rourkela",https://www.collegesearch.in/university/biju-patnaik-university-of-technology-bput-rourkela,4 Years,,,,
"Department of Computer Science & Application - Maharishi Dayanand University, Rohtak",https://www.collegesearch.in/colleges/department-of-computer-science-application-maharishi-dayanand-university-rohtak,4 Years,,,,
"Management Education and Research Institute, Delhi",https://www.collegesearch.in/colleges/management-education-and-research-institute-delhi,4 Years,"Rs 4,00,000/-",,,
"Birla Institute of Technology Patna, Patna",https://www.collegesearch.in/colleges/birla-institute-of-technology-patna-ranchi,4 Years,"Rs 10,70,000/-",,,State Private University
"Guru Nanak Dev University (GNDU), Amritsar",https://www.collegesearch.in/university/guru-nanak-dev-university-amritsar,4 Years,,,,
"Regional College for Education Research & Technology, Jaipur",https://www.collegesearch.in/colleges/regional-college-for-education-research-technology-jaipur,4 Years,"Rs 2,80,000/-",,,
"Acharya NG Ranga Agricultural University, Guntur",https://www.collegesearch.in/university/acharya-ng-ranga-agricultural-university,4 Years,"Rs 1,04,000/-",,,State University
"Guru Nanak Institute of Technology (GNIT) - Kolkata, Kolkata",https://www.collegesearch.in/colleges/guru-nanak-institute-of-technology-gnit-kolkata,4 Years,,,,
"Allenhouse Institute of Technology, Kanpur",https://www.collegesearch.in/colleges/allenhouse-institute-of-technology-kanpur,4 Years,,,,
"NIIT- Mysore, Mysore",https://www.collegesearch.in/colleges/niit-mysore-mysore,4 Years,,,,
DVR & Dr HS MIC College of Technology,https://www.collegesearch.in/colleges/dvr-dr-hs-mic-college-of-technology,4 Years,,,,
"Jawaharlal Nehru Technological University, Kakinada",https://www.collegesearch.in/university/jawaharlal-nehru-technological-university-kakinada,4 Years,,,,
Government College Of Engineering And Research - Avasari Khurd,https://www.collegesearch.in/colleges/government-college-of-engineering-and-research-avasari-khurd,4 Years,,,,
Maulana Abul Kalam Azad University of Technology,https://www.collegesearch.in/university/maulana-abul-kalam-azad-university-of-technology,4 Years,,,,
Govt Institute of Textile Chemistry & Knitting Technology,https://www.collegesearch.in/colleges/govt-institute-of-textile-chemistry-knitting-technology,4 Years,,,,
"Government College of Engineering - Nagpur, Nagpur",https://www.collegesearch.in/colleges/government-college-of-engineering-nagpur,4 Years,,,,
Motihari College of Engineering,https://www.collegesearch.in/colleges/motihari-college-of-engineering,4 Years,,,,
"Rashtrasant Tukadoji Maharaj Nagpur University, Amaravati",https://www.collegesearch.in/university/rashtrasant-tukadoji-maharaj-nagpur-university,4 Years,,,,
"Gujarat Technological University, Ahmedabad",https://www.collegesearch.in/university/gujarat-technological-university-ahmedabad,4 Years,,,,
"Brilliant Institute of Engineering and Technology, Hyderabad",https://www.collegesearch.in/colleges/brilliant-institute-of-engineering-and-technology-hyderabad,4 Years,,,,
Millia Institute of Technology - Purnea,https://www.collegesearch.in/colleges/millia-institute-of-technology-purnea,4 Years,,,,
"Rajasthan Technical University, Kota",https://www.collegesearch.in/university/rajasthan-technical-university-rtu-kota,4 Years,,,,
District Institute of Education and Training,https://www.collegesearch.in/colleges/district-institute-of-education-and-training,4 Years,,,,
"LDRP Institute of Technology and Research, Gandhinagar",https://www.collegesearch.in/colleges/ldrp-institute-of-technology-and-research-gandhinagar,4 Years,,,,
"SVE Society&rsquo;s Rural Engineering College, Bidar",https://www.collegesearch.in/colleges/sve-societys-rural-engineering-college-bidar,4 Years,"Rs 7,08,000/-",,,
Dr SM College of Engineering,https://www.collegesearch.in/colleges/dr-sm-college-of-engineering,4 Years,,,,
Centurion School of Rural Enterprise Management,https://www.collegesearch.in/colleges/centurion-school-of-rural-enterprise-management,4 Years,"Rs 5,00,000/-",,,
"Amity University - Patna, Patna",https://www.collegesearch.in/colleges/amity-university-patna-patna,4 Years,,,,
"G Pullaiah College of Engineering and Technology, Kurnool",https://www.collegesearch.in/colleges/g-pullaiah-college-of-engineering-and-technology-kurnool,4 Years,,,,
Purulia Government Engineering College,https://www.collegesearch.in/colleges/purulia-government-engineering-college,4 Years,,,,
"Annamalai University, Chennai",https://www.collegesearch.in/university/annamalai-university,4 Years,,,,
"Jawaharlal Nehru Technological University - Hyderabad, Kothagudem",https://www.collegesearch.in/university/jawaharlal-nehru-technological-university-hyderabad,4 Years,,,,
"CT Group of Institutions - Shahpur Campus, Jalandhar",https://www.collegesearch.in/colleges/ct-group-of-institutions-shahpur-campus-jalandhar,4 Years,"Rs 3,48,320/-",,,
Jamia Millia Islamia University,https://www.collegesearch.in/university/jamia-millia-islamia,4 Years,,,,
"Seacom Engineering College, Kolkata",https://www.collegesearch.in/colleges/seacom-engineering-college-kolkata,4 Years,,,,
NDMVP&rsquo;s KBT College of Engineering - Nashik,https://www.collegesearch.in/colleges/ndmvps-kbt-college-of-engineering-nashik,4 Years,,,,
SPC College,https://www.collegesearch.in/colleges/spc-college,4 Years,,,,
"Baroda Institute Of Technology, Baroda",https://www.collegesearch.in/colleges/baroda-institute-of-technology-baroda,4 Years,,,,
"East Point Group of Institutions, Bangalore",https://www.collegesearch.in/colleges/east-point-group-of-institutions-bangalore,4 Years,"Rs 10,00,000/-",,,
Achariya College Of Engineering And Technology,https://www.collegesearch.in/colleges/achariya-college-of-engineering-and-technology,4 Years,,,,
"VIT Bhopal University, Bhopal",https://www.collegesearch.in/colleges/vit-bhopal-university-bhopal,4 Years,,,,
"Srinivas University, Mangalore",https://www.collegesearch.in/colleges/srinivas-university-mangalore,4 Years,"Rs 6,32,000/-",,,State Private University
KLE University,https://www.collegesearch.in/university/kle-university,4 Years,,,,
"Dehradun Institute of Technology, Dehradun",https://www.collegesearch.in/colleges/dehradun-institute-of-technology-dehradun,4 Years,,,,
"Pravin Patil College of Diploma Engineering and Technology, Thane",https://www.collegesearch.in/colleges/pravin-patil-college-of-diploma-engineering-and-technology-thane,3 Years,,,,
"IILM University, Gurgaon",https://www.collegesearch.in/university/iilm-insitute-for-business-management-gurgaon,4 Years,"Rs 7,00,000/-",,,State Private University
"Rajmata Jijau Shikshan Prasarak Mandal&rsquo;s ACS College, Pune",https://www.collegesearch.in/colleges/rajmata-jijau-shikshan-prasarak-mandals-acs-college-pune,4 Years,,,,
"Sai University, Chennai",https://www.collegesearch.in/colleges/sai-university-chennai,4 Years,"Rs 24,00,000/-",,,State Private University
Katihar Engineering College (KEC),https://www.collegesearch.in/colleges/katihar-engineering-college-kec,4 Years,,,,
"Bharathi Technical Engineering College, Thrissur",https://www.collegesearch.in/colleges/bharathi-technical-engineering-college-thrissur,4 Years,,,,
"Apeejay Stya University - School of Biosciences, Gurgaon",https://www.collegesearch.in/university/school-of-biosciences-apeejay-satya-university-gurgaon,5 Years,"Rs 8,75,000/-",,,State Private University
"Apeejay Institute of Management and Engineering Technical Campus, Jalandhar",https://www.collegesearch.in/colleges/apeejay-institute-of-management-and-engineering-technical-campus,4 Years,"Rs 3,66,000/-",,,
"Institute of Technology - Gopeshwar, Amaravati",https://www.collegesearch.in/colleges/institute-of-technology-gopeshwar,4 Years,,,,
"Bharati Vidyapeeth University- Pune, Pune",https://www.collegesearch.in/university/bharati-vidyapeeth-university-pune,4 Years,,,,Deemed
"Arizona Institute of Engineering and Technology, Amaravati",https://www.collegesearch.in/colleges/arizona-institute-of-engineering-and-technology,4 Years,,,,
"University College of Engineering - Kariavattom, Thiruvananthapuram",https://www.collegesearch.in/colleges/university-college-of-engineering-kariavattom-thiruvananthapuram,4 Years,,,,
"Silver oak University, Ahmedabad",https://www.collegesearch.in/colleges/silver-oak-university-ahmedabad,4 Years,"Rs 3,12,000/-",,,
"Girijananda Chowdhury Institute of Management and Technology, Guwahati",https://www.collegesearch.in/colleges/girijananda-chowdhury-institute-of-management-and-technology-guwahati,4 Years,,,,
Terna College Of Engineering- Osmanabad,https://www.collegesearch.in/colleges/terna-college-of-engineering-osmanabad,4 Years,,,,
Techno Engineering College - Banipur,https://www.collegesearch.in/colleges/techno-engineering-college-banipur,4 Years,,,,
"Nashik District Maratha Vidya Prasarak Samaj&rsquo;s College of Engineering, Nashik",https://www.collegesearch.in/colleges/nashik-district-maratha-vidya-prasarak-samajs-college-of-engineering,4 Years,,,,
"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",https://www.collegesearch.in/colleges/dr-babasaheb-ambedkar-marathwada-university-aurangabad,4 Years,,,,
